Job Title,Company Name,Location,Post Date,Summary,Salary,Job Link
Android Developer,Clover Inc.,"Toronto, ON",30+ days ago,"Reporting to the Director of Software Engineering, you will be responsible for developing new product features, maintaining and improving existing features.",,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DAjbFYUDkdgKm6IGScNZ6jsA51hYrb5PfjOTzu1baGdhLMGBeDEV861FQ2TQ7M_BovtAuTYQBLp6cluViiPCoKC6PGsfT9qUtK6u-iSYCoBNNqHke-I5dRfkI56eGOVKTCigDTa-mu7rIPpD0NPBKZJPSYU7YMaUxZ6SWJklChutGuFZreySJtFFEfaDC208IEXMD6U75_2RZhaGfjNLJ2fz8acbnbMyFHpN6pgA3puELidI8OXzOuFdq3kC0ombjrgG7dSGy9bPqIq8kePbTkngatyqmmM_SDknYUsGabJMsjdLmLZf8pUKZ_LQ41LvmVMaZjCZ2BuM4hZotV54mTi_vwDqnxg9PAMyRcZJ-SK9PEjPYaQxFSQ3g6ttpmwtE1rOZSHWyPRmxzbzL0q1vhYpOgFT9viJnJr2By4moD7MTSUFhjwBlv1YImLEHg9Kf8KOzyyeLtNw==&p=14&fvj=1&vjs=3
Hadoop Execution Engine Developer,IBM,"Markham, ON",Today,"Whether you are working on projects internally or for a client, software development is critical to the success of IBM and our clients worldwide.",,https://ca.indeed.com/rc/clk?jk=28389d0dfedf78de&fccid=de71a49b535e21cb&vjs=3
Junior Developer,OTT Financial Group,"Toronto, ON",7 days ago,"Drive and Passion: to create clean, reliable, and maintainable software; passion for constant learning.
You will be involved in many existing and new projects…",,https://ca.indeed.com/rc/clk?jk=4c18c63a73f412b7&fccid=77fa6bbeb386b666&vjs=3
Software Developer Senior Specialist,Nasdaq,"Toronto, ON",30+ days ago,"As a Software Developer Senior specialist, you will work within a cross functional team with a devops mindset to deliver large, distributed systems with low…","$120,000 - $130,000 a year",https://ca.indeed.com/company/NASDAQ/jobs/Software-Developer-Senior-Specialist-e0b27d7f418a0a08?fccid=05cb90efaa938c87&vjs=3
"Senior Manager, Software Development and Engineering",Tangerine Bank,"North York, ON",19 days ago,"10+ years of software development experience with clear progression through ranks, and 3+ years leading and building high performance teams.",,https://ca.indeed.com/rc/clk?jk=630d563174fd213e&fccid=6e94a7799cf3a837&vjs=3
Front End Engineer,Morningstar,"Toronto, ON",1 day ago,Candidates should have solid software engineering experience in building commercial-grade Web-based applications using modern SPA technology.,,https://ca.indeed.com/rc/clk?jk=4d335dbad18955cd&fccid=eaabf52abd909bd5&vjs=3
Senior Automation Developer,Altus Group,"Toronto, ON",5 days ago,"You are an experienced, hands-on Automation Developer who wants to step up into a Senior role where you will have a voice in how we approach and execute an…",,https://ca.indeed.com/rc/clk?jk=80668e0ff0edce5a&fccid=67fbdb0463ba7ad3&vjs=3
Drupal Developer,Appnovation Technologies,"Toronto, ON",1 day ago,"4+ years of development experience.
Experience in implementing CMS solutions with Drupal 7, 8 & 9.
Experience with continuous integration and deployment systems…",,https://ca.indeed.com/rc/clk?jk=5df36e2c57f1994f&fccid=44fd14c53aec5d7e&vjs=3
Informatica Developer,Naishali & Dan,"Toronto, ON",30+ days ago,"Informatica Developer, Greater Toronto Area, ON.
Looking for an experienced Informatica Developer for our client located in Greater Toronto Area.",,https://ca.indeed.com/rc/clk?jk=fa3985a35ace9933&fccid=e2ca41ebfe2e5b23&vjs=3
Microstrategy Developer,CGI,"Toronto, ON",30+ days ago,"The role will also be responsible for building reports/dashboards and web scrapping work to serve business needs.
Monitor and manage health of BI application.",,https://ca.indeed.com/rc/clk?jk=003842527863f811&fccid=d2841a5c0380b93d&vjs=3
software developer,"Amazing Print, Corp","North York, ON",30+ days ago,"Research and evaluate a variety of software products.
Program special effects software for film and video applications.",$40 an hour,https://ca.indeed.com/rc/clk?jk=7e197933212f4eca&fccid=88d77e26d09bbc20&vjs=3
Java Developer,Publicis Groupe,"Toronto, ON",Today,"At least 4+ years of experience working with Java technologies.
Experience with Java 8 and above is a must.
Very good with problem solving skills.",,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D_XFSRfOpY7hhzl86VUrgfgdzYRVdqdkK81Ka1OFk9uhzLvwJd7_KGkG-OQdxrE-eB8hMgVKiBDUA6bAtsuqRpvJh68H3vK6irDLxjbzbd40R12oIcD5zAn11oL9d9BGGiK6r9Ps5tbJbwPv1dwuWYAVpKURCf5-oFA0IrTF0rT94JpWeY5VZRCkx_2PjB4NKAw6FSf5tnrxVwga-Lhl_MDbpKliRZs-mgYb5mp7HO6CRHf2zekN2U0HmKDsPR8Y4DCjWQ8UWLU5GLeuSBtAptBgHufCvhI-gKMGng8Sdc2WfBMQbc7bsFtJzOU4v0uo1jW5BUyHCUv0QYItMBcM3hlplD6InNjnmj0N2GjGUJI_4bvVz-AKFLUphqCeb7jJ4agE6i4GMLrn8r0buPJ85iZVXne7fYN6u6-ae4EddCq-lrRB3mny9udXZ1ImKu5UDitmTWPI_37chpWZs7-bPg-poCUTDz8cibmQwwVZk4e-go4gIdgf0QMx9prBqF4hY=&p=10&fvj=0&vjs=3
Full Stack Developer,ActiveDEMAND,"Toronto, ON",30+ days ago,"Are an Expert Level full stack developer.
Have 4-7 Years of software development experience.
Design, develop, and maintain code that meets requirements, is high…",,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CT7GqhknQXIpBxHRUktVHu89_j-M-EI7DIAuMvlV_13PisfKzLdLRyel9_HWNULP6r7DNwTUBdVvTKF8WAscSHOsAON6fEKi2Xtxsj79K2F-BRkc7ltZFy2zu3RXN0Zt7I_cOYHTcaAWtqgqBo7dLq0J-A2KhrMq73qxdyF4hfmTtroEOYIZizHggk2Qcn_Xgmpb6JCxqbQy8IWKt0COvFNrJ976DzvHkxtffNFBUzxFaXTsmydPwOhpzOcVZhEvSYnc94WBG7FCt2xPhiX2MJ0J4YMlx9ykIs8n5pbk__ekNpFwTdCluBzmc8kz8VTvp9yYcm9MER73u9TVMJog4z02KhrIoiqi8_bi2yqqhISLutKHNHDw9jRsAt39fACQTq9MLD68F-OVjdk2-y7VTnhZU75w1sJkQJZqBgozmX1ySt-rh-EmfQ4DWMaaij4-rl3i1LtbGSSZvKxehRqrH5&p=11&fvj=1&vjs=3
Java Developer (Microservices),"TELUS International, Inc.","Toronto, ON",Just posted,"Must have microservices development experience.
Annotated Hibernate (communication between DB and JAVA).
Code reviews done using Code Collaborator (however,…",$75 - $80 an hour,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AXOS-p184M3UWpL0ZA__paQeiiLmiJQR66h7CC6KXPAUBbxUGCmEllRl4IqL6U9N2yaD8yFYKx0964kmZ1w982zob07az4KPNkDZO4gjbEX8wDPzW_siJltvkTsOjkNPxKoG7d-Wbbze6gvLi2kPotS87oKCfESkWLEWlHTv7iAFE1MpuPOGP68RzDHpVN4Y1AlUSLW7jAUok4u2rk2EbVIyPsWNbru6DSdhRORS-5uRlC5qjYc-0R77Wq7tVa04qmELkRJERAVCBQ0KvCwfEW2wMSvzjy1VMLm9NWmEVxVAQsMeWN3liPIeZQxu4l1P38TVSdlUXEkRwKUPgzFBSMvv7qOzUWaa2yXoNmAFLOrDsodGOhO38l3qVA7FSiJjzIq9zu8oUVqzH1RE1GDjZSbjrAoP__bxHdYSQCiS8nNeyzl12NDoPs1l0zpGJc_2AhecZ1ZHXKkEJYO8ANxlp9MK3Bf13BFjs=&p=12&fvj=1&vjs=3
Sr. Python Developer,Otomashen Inc,"Toronto, ON",Just posted,"Mandatory Skills Python, Django and AWS.
Desired Skills Amazon AWS services like AppSync, Amplify, DynamoDB, Lambda, API Gateway, CloudFront etc.",,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DTvtoqktU-aaZHXeGwDg0D5Yy7XbOWxpdcnJgUddNWsCU5QFLifmjFVGDg3vXMS-mtr_tqFuBGEYeN4-7J308MXfG3gVwt4oxqNo6unaBW0H5XAyy2QmsYvfrHHE1-csTz4K6KHD5_FFNcm95mL7CPsUl6fscXlcHOefwAqm6eULDT9Bo9fbXmsWXkugEYSG5oUW1fLOqnz7vemlbh-AuMkfhXcMkRiU78bhmidsjTszHy80GIvb_jogQcJmGC3Edl7BEcXyvjilYxTD0SepI1E8n-Di85mvrhcfods8GZCDjP-sDJklYgJhu6gzi00TZyWVu9FXGxYl7WfwrZxIoHxN7dw5hXALvAb7oqLxHWlOPI0VR_DW0eaFt_ubULY4f6zqhbK8XAtPGwmKfLvMS993iG9HFv-5Z7FXSjwaACigG-4gJLXb9j3WkCplcHAJ0zpNo-2EQYKFPKV6NOhRG6kk4NmN2d_yk=&p=13&fvj=1&vjs=3
Application Developer,IAMConcepts Security Solutions Inc.,"Toronto, ON",8 days ago,"Agile software development: 1 year (preferred).
Solid understanding and practical experience of agile software development and continuous integration processes.",,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BdgbX63B_-oB-D6LjaXq7JWdtbOwucTNJXPhOlRNnkP0a1BQ0xd0azAzN3KbZH-KZZxoirxHpVFWxl1Nr0HwUEnWgjfzFV43bnguAkqZnwyXc1v5u_UtKT2rzStf3hfMweyWqR-BdBukOVdDl3nnWdvBKiiy57eknOM2UC2mb2-8ADIPH2iKJvP4nqm-iEmJuqNtHxTMej0VjNiCmCfQj3H9jbvt68xXzk18W3UiMVNp9-iNs_5nzCONtYNGOmkYwwgIUMi940eG-c_sGFP8bF2xjnimZkt2PMOVutp4jONcPj9Mp13PtAxr2zjRIBDtGOQKbAsTn4nhsRHDHLMrWWGEgjbXqmu1teATovX3xXy24n5mlsWRMmm0F-nxqQP0xZ9lQD4bBZBHKigf_dxFuXnQlQFIqLs_pQamfDW9Gd-4O3E76ozBqLIzEunjF7ZISvRGXKsAXUnxkFN2rf6Kp3&p=14&fvj=1&vjs=3
Senior Backend Developer,VirgoCX Inc.,"Toronto, ON",30+ days ago,"Develop JAVA software for cryptocurrency exchanges.
You’re able to precisely articulate software concepts and designs.
Chinese Speaking is a must.","$60,000 - $80,000 a year",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DdCr7BEqd7e2ttLgA8YQNiU2U7y21QwAFPOGuf6Xhl-jsM9Rf-jpcZnjrQJ4SctcwNWj3ldBSWXdrINJ3b1ZgoxiYBPSUCMviq1pyTbH6DAm3cZ-rONIF39hYMtcneV3yOp1kDOPHUqBBRV2JkcBkhapBzFgu4RjnFWJu74ts68AbVc3mDe4kvn2e4j2z0Mv00MnVF6vUtmoVHfAnX3EflbxpQeIp-Xi5t7Nc58SVN6uQug6mmFzhjITBKlxPhGnyeCFBpg1JYqtmgG-NZd0lebXV3jr-zJQ4HFkhFQQ-LV5O8R6cJJIua5u66VlmyMxZ2t6eLC7LmpNOKx2s5UWv9yaxIjwSnine6n9qnFa3RxKsj43F_LjtUh4eNxOuw4dosQs0zV_muZXOeBedvS4Hz1jIpHoFuKkWXG1ajP5dDyYGnHSLE3uLExJoxthnbDO3UzKYSPmoaQq2g2Vl9Ik22pMX5zxctVCg=&p=15&fvj=1&vjs=3
Toronto - Junior Software Developer,FDM Group,"Toronto, ON",6 days ago,"Strong knowledge of software development life cycle.
FDM has trained and placed developers in specialties including Java, C#, COBOL, .",,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CoGJ3FhSf7dhFGvy5sYyRubsLXxFGZ6DHZ715svUkxW1Mq_Qp6fTvKO4F3smOzhzExZx0BliJCDq37614XplOFh1nGunmmGCQJZo5XM-imkgpMIoIrrY480BaCsLqP6bLXZT9kFMHOAyIwqA7Th3dRlZo2_fY68rRiDVbPT0d4H8PuKokPxdFrrjSjCeSFiM_hG7ZdenHG-qXas9S-rPSduRRiom3_Rezw18X1a7vVDjFxpUxLL2IEW3jGhxP3GD0qyyBV4rNXodwInq6IHXXcNQKrao54gcLknCQJe-ObS2nR-8LJFBzhqaz891PbuiYGjZ1vEPbb41k4Vm2_F5sMWLoe1E8yVT1Mbz5E1zk7OeYHPx0rGC1fD8TUpyu8yQBW1vDxinTbthOWgum6erXVJ515Zur2J09k5_8ZH0RVVw==&p=16&fvj=0&vjs=3
Heroku/Node.JS Developer,A5,"Toronto, ON",30+ days ago,"Experience working within professional software engineering practices for the full software development life cycle, including coding standards, code reviews,…","$60,492 - $125,647 a year",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AFZoZuawBHHk2nayU-H5zGPcyg1EQU8ypgj2nh5M4UB8mm2OX05AI538VD2EV7P6WJwSDTuKQrPSp8eqPaxiQph3171_8e3xNuInWqoKfOfzqeMUo2XAMdPu9NabIj1u6CGCxwQJBZjpxCvMsPBuZTEjzQlVWd7i9tQonF_XaJ9n9_Jqvic1_Ifs_d6dNRcyco6k7VpOCG6Eg_LlZzQbdf3lhqJfkN6VoNibMvBDc9v99apr0p3dUvj-7BjPGArxYV0EXerw2XzIupHvv7yQ_HICUjBJOILcCzo2nHlJCv_7PE5Aiwdxon-NZp7mo8SUR2zArw9OAmzBDJmIfQBrKuV19stAcTh4wsZ3zhFKrPOJFhK6YgMedLbdPvI2CLl8ryNqwmDwm7sc4MFCw3FQRCsOZPBLvN7PFPI-K_sYhbEo5qhMXhnGxC1KGtzpr3vv-y2L6qJdP5SUGHvx7iLqK7&p=17&fvj=1&vjs=3
APPLICATION DEVELOPER AND PRODUCT ADMINISTRATOR (SENIOR JAVA/SQL DEVELOPER) (2 POSITIONS),Humber,"Etobicoke, ON",2 days ago,"Code technical solutions using Java and/or Oracle PL/SQL and other integration software.
We are looking for a highly skilled back-end Java / SQL developer who…",$41.03 an hour,https://ca.indeed.com/rc/clk?jk=280bb7390aa00f2b&fccid=e26b40fc098d20e4&vjs=3
Front End Developer,Havas,"Toronto, ON",15 days ago,The developer with work with other developers and product managers throughout the software development life cycle.,,https://ca.indeed.com/rc/clk?jk=d1680c1aba8eb78c&fccid=383d6a00135d5d1a&vjs=3
software developer,Lear Co-Packaging Ltd,"Mississauga, ON",30+ days ago,"Mapping and data visualization software.
Website creation and management software.
Research and evaluate a variety of software products.",$46 - $50 an hour,https://ca.indeed.com/rc/clk?jk=6d003f43d26b6fea&fccid=22846032f3d14181&vjs=3
Python Django Developer,Corus Entertainment,"Toronto, ON",22 days ago,"At least 3 years of software development experience.
Experience deploying software in a cloud host, such as AWS.
Experience with Git/GitHub use and integration.",,https://ca.indeed.com/rc/clk?jk=5d1ae3b22f22b5f9&fccid=81aa91ee327f8628&vjs=3
Intermediate Software Developer (Remote),TradeRev,"Toronto, ON",30+ days ago,"Drive technical discussions on software architecture, testing to ensure we do not compromise on quality and performance.",,https://ca.indeed.com/rc/clk?jk=e2466df00aecf141&fccid=047057385d866367&vjs=3
Software Development Manager,Xero,"Toronto, ON",27 days ago,"2+ years of engineering management experience leading full-stack teams with a minimum of 5 direct reports.
Your reports are empowered and challenged to do their…",,https://ca.indeed.com/rc/clk?jk=6bc737dc1a9f7c48&fccid=939f734123daf0a9&vjs=3
Full Stack Developer,"TELUS International, Inc.","Toronto, ON",14 days ago,"Strong understanding of application-level and system-level software design patterns.
As an active member of TELUS International, you will be in the heart of a…",$64 an hour,https://ca.indeed.com/company/TELUS-International/jobs/Full-Stack-Developer-ca830ea347ee8dc6?fccid=1a93caa31afcad42&vjs=3
Sr. Software Engineer (Backend) - Advance Matching,Uber,"Toronto, ON",30+ days ago,"Bring a passion to stay on top of industry trends, experiment with and learn new technologies, and participate in internal and external technology communities.",,https://ca.indeed.com/rc/clk?jk=6045929ea6d84609&fccid=f766f8bfbc3effb7&vjs=3
Senior Full Stack Developer,Accenture,"Toronto, ON",1 day ago,"Create responsive web applications using Angular and React.
Produce HTML/CSS/JavaScript code from design documentation.
3+ years of working knowledge with:",,https://ca.indeed.com/rc/clk?jk=d35815acbd526bfd&fccid=a4e4e2eaf26690c9&vjs=3
Student Developer,Waterfront International,"Toronto, ON",30+ days ago,"Develop new software and enhance existing systems.
Work closely with our traders, quantitative research analysts, implementation programmers and other groups to…",,https://ca.indeed.com/rc/clk?jk=20bb9a6008cdfaf4&fccid=c0111d700cba9f53&vjs=3
Full Stack (Laravel) Developer,Brain Box,"Toronto, ON",30+ days ago,Because we help them redefine their process using intelligent automation and complex integrations to reduce manual errors and increases employee productivity.,"$75,000 - $90,000 a year",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AOBhFqwjNXhewT5ym5216gF1YiDzHGDCd6Nawt1rhf9SZUCAyRpj8_Sg68xY5cGT9nuD8DZ_i1jcRniKJ_NDczWv5XUr2H55x2kbYZGMM0KyIMmOOUsT6CAYJMDg5PWVuuMUiDkubQDCbQWWnaybppc_cLLCddCM06BI42EKJi2S6ebTuiZNedj8Y0kz13F4d0ApdQEeBrqnB8VUwp1nWOEF45M1OnMotRd2Iq8zBan-HH1ULwmEy8fGzZ3GLwUdrQKH_qi3D9JN3Ec6PaqtZyy_sHGBvry3p6Rjs3Yv9v-nIiNRo85C8mFBHKFRpgOxpeVpemfV4roA3Wu_2Ob_K6CH_LcURB3fp8G2ai04EfG76zMY8IfPkPECO2L_uEAi8XbCNB9o4kQodAFgmFjtaZQAGM_vdPoFNDJBAZOPE4i11lF5eh6GBPXbBuy4KeW4IQBAvMkmVUTYRqQl8Lo-n1BSqWQNWw1LA=&p=10&fvj=1&vjs=3
Full Stack Developer III,Prodigy Game,"Toronto, ON",30+ days ago,"As a Full-Stack Developer, your primary mission will be to architect and engineer critical components across a variety of micro-services and client facing…",,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CyK--AGwHVJM38gjCgoUUzKbXZ0LaePQ99gWayKepyPDWazZHJBmGC6gurlLGPTCah_yqrDIgKlum1hEKfHHlzKtKHk8dh6CRy6d-2ug9mOLNIX1P1T_Q_l9t8au7ky-2iOvDjxzSMOWk760GmHEvm-q13_ZS-c_PNV2D7wemu6O4LeMeckMMIPX9hRQjEQOM3enoNrhvRrZCr57xdcOPhAHQJjbZQ-MNpPOwkBmFAfoQ-7P3mSJ2jUScw3JD0dTR8RrqeLiLA7xHZf7PD54gjaCHE8c8SGG3jDufHi7K661LhFqyc1oBCT-m3fnCTNoE4jp-DV_HxcxAQVrfCNMRvmXou2X1QPcpB4hLPlZIiHk9dpekuQ1e--s1ggIFkW2th6N8Tym6qOtign40G1f2wTgdYuZns_5i2mRkoXEEG7l3K7IohzEJSm5DlxR_mP-7oPvKgqPUvg4ef02vobHeqxKQozC7_NLFr_nR5a6-wN-H41MI2EhRciCQn4pqyM4gdH8tsChwYFQOAwf0hJUS47mh5vS3gm7aEUCyPysx2HxIfPf_ZRMjA-vC_UXXLGR09BEllmL8uzWaWY40cSW56Cn7GFwCs5Os=&p=11&fvj=0&vjs=3
Application Developer,IAMConcepts Security Solutions Inc.,"Toronto, ON",8 days ago,"Agile software development: 1 year (preferred).
Solid understanding and practical experience of agile software development and continuous integration processes.",,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BdgbX63B_-oB-D6LjaXq7JWdtbOwucTNJXPhOlRNnkP0a1BQ0xd0azAzN3KbZH-KZZxoirxHpVFWxl1Nr0HwUEnWgjfzFV43bnguAkqZnwyXc1v5u_UtKT2rzStf3hfMweyWqR-BdBukOVdDl3nnWdvBKiiy57eknOM2UC2mb2-8ADIPH2iKJvhrNNYoLI2AHESyD_B9d_aG1AeeTqtJd53u-gK_dtgf40zgC9wSiBg0XQ0OBtRTbl6SdwGPZDPra6Zab0DOt29rDq3_PvWnAbPLWH2AAnP6xzJq13uV9OgJgyyB3Vihg0XiLD6C8N4RVcy4vnHXQFJzZlwoFOCXXEcjbW0oPf0Ns-TB3R4NceC859xh5uV65NdcnOV-br5zT6nm7YqzixW6J0mofoQ7SwdCyo7EBZfhGzrjOKBsN-GgbBETdNUof3Eh4VMZjm953l5kL7-IqDvnvAQbWPVm84&p=12&fvj=1&vjs=3
Full Stack Developer,ActiveDEMAND,"Toronto, ON",30+ days ago,"Are an Expert Level full stack developer.
Have 4-7 Years of software development experience.
Design, develop, and maintain code that meets requirements, is high…",,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CT7GqhknQXIpBxHRUktVHu89_j-M-EI7DIAuMvlV_13PisfKzLdLRyel9_HWNULP6r7DNwTUBdVvTKF8WAscSHOsAON6fEKi2Xtxsj79K2F-BRkc7ltZFy2zu3RXN0Zt7I_cOYHTcaAWtqgqBo7dLq0J-A2KhrMq73qxdyF4hfmTtroEOYIZizzmIbVk7xpvCT8LHeuPHy8Wzqti0AJNyXhjBsTFNVGB88oqjz79R8NnOCiObjXlr2aj31pGi-hTCyEFyBWsJLi0Kaea9bzvmzbc612PNDkQSj25bOWzTri18NInMIEyfgLmAtLbA61z3PktRXjCwAj4PkSMch_zTt7hcmIIelD00WDyYKldc6cIOv8cBNDAuZsAf2C5SVgwS_JzMgLNU46AGIPAyFuCZAPlj28NQG6mpZSWggyBNQyMlgMLH6DCD-542cn6RYaOl5K2kPeMzGjL4epwT3WvTW&p=13&fvj=1&vjs=3
Sr. Python Developer,Otomashen Inc,"Toronto, ON",Just posted,"Mandatory Skills Python, Django and AWS.
Desired Skills Amazon AWS services like AppSync, Amplify, DynamoDB, Lambda, API Gateway, CloudFront etc.",,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DTvtoqktU-aaZHXeGwDg0D5Yy7XbOWxpdcnJgUddNWsCU5QFLifmjFVGDg3vXMS-mtr_tqFuBGEYeN4-7J308MXfG3gVwt4oxqNo6unaBW0H5XAyy2QmsYvfrHHE1-csTz4K6KHD5_FFNcm95mL7CPsUl6fscXlcHOefwAqm6eULDT9Bo9fbXmdFespAWuIqBtBDL0AAytMlEiJ5y5U1PvVpYyvill7JKvGFR6mxOOPZzUfW4TH7O1USSw6OjebUDmvcU6B8Ds0woBrzc1MeQ5bAnpwVTddvoLVMge8b2Le_sgRZt9sDX1Bz1yasR_Gu7w8vji-M7nlcSY2TvnG6VquIzeaklGv27Y2P9O0AJlGEEtEp292-a7gyiB86m6MJzyKdgrRY5ma3sTvWdepQpjBY60aWA4Gub_pHZRgRn-bDkCIm66AYnX4VRZk6bEivR6wrCcxilj8SaIJ2mfUOW-K_jmUznu-b4=&p=14&fvj=1&vjs=3
Application Developer (MS Dynamics 365),WebSan Solutions Inc.,"Toronto, ON",9 days ago,This role provides client technical application support for Microsoft Dynamics 365 Business Central (with opportunities to expand into other areas of the…,,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D-FJg3BvumRqpSXY2ih_ERUKnsnSCCe9EHS_48LGtcMsieEHGlmXcrcq_ShR23DzXJjvTmfQV1aF5F-EjZWLZ4qZUrObhw7FGomTFBUnG5Gn3s2tJEiC-ipZWCWbnHPulYnFz8HEztoI8zNn6UN_rpjULmm7NlIMxiyLZfklLS2tt9GTucHUyqtUhXDhWBQ-62Tk-XBxdLtBvZ4PuRQCN51RmhLm3urnakSkjN5Nksm-6FpmAlSeRl9F0cjL1mrNvDyLFwZ4ZT8N8sQ3BHRhjuaWs7Rh9y9q3LcZ88zR2xh9EtBTjhZ4nB3WpkKsmX1uRg7Miqy6v3kTIFdAXMAnQmgvLdWKULGUzrLByel5QALEpieO31h6K5hNayS6sIHKNOIAppEDYy0wImDL0Vi2akM4TuwIlte3IKVPKWAo1kGZEh2PObPBwqo5WU_BzdjEjSQt1Gt0JqsfSmxUTkQqXFmNB2AAHwHhI=&p=15&fvj=1&vjs=3
